"gene_symbol","P1_deduped.bam","P2_deduped.bam","P3_deduped.bam","P4_deduped.bam","P5_deduped.bam","P6_deduped.bam","P7_deduped.bam","P8_deduped.bam","P9_deduped.bam","P10_deduped.bam","P11_deduped.bam","P12_deduped.bam","P13_deduped.bam","P14_deduped.bam","P15_deduped.bam","P16_deduped.bam","P17_deduped.bam","P19_deduped.bam","P20_deduped.bam","P21_deduped.bam","P22_deduped.bam","P23_deduped.bam","P24_deduped.bam","P25_deduped.bam","P26_deduped.bam","P27_deduped.bam","P28_deduped.bam","P29_deduped.bam","P30_deduped.bam","P31_deduped.bam","P32_deduped.bam","P33_deduped.bam"
"PIK3AP1",77,77,396,106,27,195,15,12,0,0,2,144,113,0,136,43,1,24,60,100,442,0,0,0,0,14,0,3,16,0,60,311
"PIK3C2A",39,197,103,72,119,249,39,52,1,0,0,54,140,0,289,178,0,47,148,136,129,0,0,0,0,29,0,7,19,2,62,96
"PIK3C2B",10,142,242,244,238,83,92,102,0,0,3,16,130,0,453,291,3,40,99,231,69,0,0,3,1,62,0,17,27,0,59,30
"PIK3C2G",15,76,1,1,0,0,0,14,0,1,0,23,60,0,1,1,0,34,4,1,0,0,1,0,0,0,0,0,11,0,1,0
"PIK3C3",13,64,102,44,58,58,30,18,0,0,0,39,49,0,91,96,0,28,44,57,46,0,0,0,0,15,0,15,4,0,27,22
"PIK3CA",20,124,76,27,93,54,57,27,2,0,1,27,69,0,76,147,1,32,58,55,55,0,0,0,0,27,0,22,8,0,27,24
"PIK3CB",23,51,16,24,25,27,15,5,0,0,0,18,46,0,98,48,0,21,102,51,35,0,0,1,0,13,0,2,15,0,30,28
"PIK3CD",11,40,262,120,30,160,15,19,219,81,37,9,74,25,172,26,102,14,29,70,324,2,16,36,36,6,15,3,14,38,23,122
"PIK3CG",7,91,114,40,59,77,17,37,0,0,2,25,81,0,174,78,0,26,25,70,405,0,0,0,0,24,0,3,16,0,10,415
"PIK3IP1",8,110,130,105,70,151,27,148,24,6,18,12,171,5,263,128,41,63,72,178,167,5,4,7,6,49,5,8,39,2,96,104
"PIK3R1",144,741,292,206,735,407,781,607,2,1,4,176,989,0,431,1010,4,313,942,735,637,0,1,0,2,194,0,159,212,2,227,449
"PIK3R2",12,52,36,41,15,31,24,38,4,3,77,10,91,18,71,43,47,80,171,122,31,1,4,4,34,10,11,12,38,1,45,26
"PIK3R4",78,155,96,76,91,92,26,40,0,1,1,75,112,0,148,161,1,39,99,150,74,0,1,0,0,17,0,6,20,0,53,37
"PIK3R5",9,63,90,51,10,72,8,14,0,0,1,7,97,1,105,21,0,17,10,42,181,0,0,0,2,7,0,0,9,0,8,120
"PIK3R6",0,13,63,24,16,36,2,10,0,0,0,3,34,0,57,29,0,8,12,17,74,0,0,0,0,10,0,0,5,0,6,22
"PIKFYVE",8,194,270,114,88,130,29,74,0,0,0,25,199,0,194,135,0,85,311,231,112,0,0,0,0,32,0,11,43,0,159,57
"PILRA",5,9,3,9,6,33,2,2,1,1,4,10,35,0,11,5,3,2,2,18,55,0,0,0,2,1,1,0,4,0,0,50
"PIM1",166,186,127,221,59,134,18,29,2,2,1,186,164,0,434,136,4,45,375,483,346,0,0,1,0,26,0,5,46,1,104,372
"PIM2",2,15,21,20,9,13,1,3,0,0,0,9,13,0,30,8,0,4,25,26,25,0,0,0,0,2,0,1,7,0,18,20
"PIM3",186,379,104,85,123,178,33,76,4,0,7,229,416,1,152,244,7,49,1169,672,216,0,1,2,3,34,2,3,105,3,284,141
"PIN1",11,63,40,23,83,52,58,23,0,0,0,29,62,0,85,161,0,21,74,59,34,0,0,0,0,33,0,40,14,0,26,20
"PIN4",2,26,15,10,16,17,14,3,0,0,0,18,19,1,23,31,1,5,10,21,7,0,0,1,1,4,0,4,1,0,8,2
"PINK1",92,633,97,130,998,153,407,254,1,2,2,148,702,3,315,1969,9,95,943,647,75,0,1,1,0,450,1,190,141,2,337,57
"PINX1",9,28,20,21,17,30,26,12,0,0,0,17,33,0,44,35,0,13,39,66,22,0,0,0,0,6,0,5,7,0,13,11
"PIP",0,0,0,23,0,1,0,0,1,0,0,0,0,0,93,0,0,32,0,0,0,0,1,0,1,0,0,0,3,0,0,0
"PIP4K2A",12,149,180,67,31,103,22,46,0,0,0,20,177,0,117,59,0,40,42,97,331,0,0,3,0,15,0,4,33,0,13,265
"PIP4K2B",7,160,36,18,45,47,75,62,0,2,2,2,139,1,47,116,3,29,131,107,37,0,0,1,2,31,0,77,30,1,127,21
"PIP4K2C",6,71,63,73,38,63,9,10,3,0,0,22,67,0,162,29,4,14,350,184,25,0,0,0,0,6,0,8,12,0,92,14
"PIP5K1A",16,294,119,81,147,141,104,75,0,1,1,20,180,0,215,180,0,43,126,240,95,0,0,0,0,52,0,44,47,0,92,64
"PIP5K1B",1,10,22,66,115,103,6,5,0,0,0,0,6,0,244,160,0,0,26,25,2,0,0,0,0,29,0,0,1,0,27,2
"PIP5K1C",8,108,67,37,99,99,30,76,0,0,0,8,167,0,79,137,1,30,284,185,42,0,1,1,0,43,0,14,41,0,86,26
"PIR",3,52,10,9,8,12,9,7,1,1,0,8,39,0,46,13,0,9,16,28,28,0,0,1,0,3,0,5,9,2,8,19
"PISD",46,123,126,72,97,88,39,40,1,0,5,80,113,1,213,166,12,35,113,245,91,0,0,1,1,25,0,4,20,0,37,45
"PITHD1",14,116,47,33,88,64,47,52,0,0,0,31,83,0,66,153,2,29,73,106,45,0,0,0,0,30,0,27,33,0,24,36
"PITPNA",28,199,45,78,65,51,46,73,0,0,0,45,178,0,236,147,0,51,217,250,36,0,1,0,0,32,0,31,49,0,75,39
"PITPNB",14,94,68,49,56,54,10,15,0,0,0,24,70,0,110,70,0,27,76,111,41,0,0,0,0,18,0,9,16,0,24,31
"PITPNC1",33,551,350,101,127,124,62,107,4,1,0,92,588,1,204,225,1,100,187,457,122,0,1,1,0,34,1,13,92,2,48,52
"PITPNM1",11,229,170,136,75,106,25,45,9,2,20,13,284,5,244,160,12,35,105,195,169,0,3,4,2,42,4,6,71,2,58,101
"PITPNM2",22,241,150,154,289,139,114,136,1,4,12,37,247,1,196,550,14,86,139,302,138,1,2,4,6,110,3,24,85,1,76,54
"PITPNM3",0,7,7,20,4,63,6,9,0,0,0,1,7,0,45,4,1,18,32,41,18,0,0,0,0,0,0,1,3,0,9,5
"PITRM1",58,321,185,177,361,217,125,219,4,7,4,103,464,2,303,740,20,94,365,481,156,0,2,4,5,166,4,52,144,2,176,89
"PITX1",0,1,1,19,0,1,0,0,0,1,0,1,2,0,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PITX3",0,0,0,0,3,5,112,12,0,0,0,0,1,0,0,6,2,0,0,1,0,0,0,0,0,1,1,29,1,0,2,0
"PIWIL4",0,40,1,1,1,6,1,4,0,0,0,0,59,0,8,11,0,6,4,10,5,0,0,0,0,0,0,0,9,0,5,1
"PJA1",5,107,21,18,53,53,14,39,0,0,0,5,136,0,41,95,0,21,67,166,19,0,0,0,0,13,0,2,13,0,50,14
"PJA2",52,274,174,104,276,151,117,69,0,0,0,42,200,0,260,371,2,94,172,212,176,0,0,0,0,55,0,27,20,1,70,118
"PKD1",53,1429,427,249,874,784,387,1232,5,2,6,62,1829,1,474,2196,14,768,463,1252,475,0,2,2,1,631,4,191,1017,1,338,282
"PKD1L2",3,0,0,0,1,28,1,0,28,8,6,0,0,1,1,0,92,0,0,1,0,1,13,2,6,0,10,0,1,7,0,0
"PKD2",7,317,97,30,130,221,65,112,1,0,0,18,382,1,140,228,2,77,263,292,59,0,0,2,0,63,0,12,71,0,193,41
"PKDCC",13,189,102,44,87,57,127,59,0,0,0,18,156,0,108,275,0,23,144,255,73,0,0,0,0,29,0,85,40,0,34,53
"PKHD1",7,2,0,0,0,0,5,1,0,0,0,1,4,0,1,3,0,0,509,150,3,0,0,0,0,0,0,1,3,0,593,0
"PKHD1L1",0,2,8,1,3,7,6,18,0,0,0,0,4,0,5,15,0,0,11,22,0,0,0,0,0,3,0,6,2,0,0,0
"PKIA",0,40,17,20,556,27,341,26,0,0,0,2,20,0,25,654,0,3,48,16,33,0,0,0,0,154,0,70,2,0,21,21
"PKIB",0,15,8,8,7,15,0,4,0,0,0,1,13,0,37,4,0,7,2,83,2,0,0,0,0,2,0,0,0,0,0,3
"PKIG",11,92,60,82,202,72,28,34,0,0,12,16,84,0,272,484,3,14,77,86,80,0,0,0,1,84,0,3,31,0,39,62
"PKLR",67,1,2,6,1,1,0,1,0,1,9,42,3,1,4,4,4,1,57,8,1,0,1,0,0,0,0,0,0,0,8,3
"PKM",25,1095,606,420,1192,291,2277,1591,0,0,0,18,810,0,931,2322,2,287,429,1013,226,0,0,0,0,555,0,2525,331,0,411,155
"PKMYT1",0,4,9,3,1,2,0,1,0,0,5,0,6,11,4,0,11,1,0,1,3,0,4,6,9,0,4,0,0,0,0,2
"PKN1",55,564,368,269,259,517,154,205,1,0,0,87,682,0,772,446,1,81,336,663,377,0,0,1,1,97,1,65,160,0,201,330
"PKN2",27,203,99,68,141,85,67,50,0,0,2,24,158,0,198,169,1,38,155,134,47,0,0,0,0,31,0,29,31,0,62,39
"PKN3",9,74,19,19,38,36,15,38,2,1,1,1,97,2,40,85,1,19,22,74,7,0,0,1,5,13,1,2,35,2,30,5
"PKNOX1",12,120,64,39,75,105,32,47,0,0,0,13,115,0,113,203,0,25,136,220,60,0,0,0,0,39,0,13,33,0,81,26
"PKNOX2",0,8,17,3,7,21,37,14,0,0,0,3,22,0,3,5,1,18,12,38,4,0,0,0,0,0,0,18,6,0,16,2
"PKP1",0,1,1,0,1,1,0,0,0,0,0,0,0,0,5,0,0,1051,0,37,1,0,0,0,0,0,0,0,177,0,0,0
"PKP2",54,1,36,155,931,48,0,1,1,0,0,188,1,1,313,1597,0,9,38,38,10,1,0,0,0,347,0,1,1,0,11,5
"PKP3",0,2,8,70,11,32,1,0,3,2,1,2,0,0,242,0,6,140,42,108,1,0,0,0,1,0,2,0,38,1,13,0
"PKP4",13,227,33,70,319,194,62,100,2,0,0,11,215,0,160,459,0,82,479,420,33,0,0,0,0,69,0,10,40,0,356,22
"PLA2G12A",19,52,15,15,67,32,50,15,0,0,0,37,33,0,56,216,0,18,47,84,29,0,0,0,0,43,0,22,8,0,28,17
"PLA2G12B",42,1,0,0,1,0,0,0,0,0,0,83,0,0,0,1,0,0,13,1,0,0,0,0,1,0,0,0,0,1,1,0
"PLA2G15",10,94,23,23,45,66,15,10,0,0,0,15,97,0,42,55,1,8,173,86,122,0,0,1,0,29,1,8,9,0,44,104
"PLA2G16",12,369,29,82,107,100,48,85,0,2,0,40,441,0,241,209,2,25,66,244,66,0,1,0,0,70,0,11,62,0,25,50
"PLA2G2A",0,0,11,37,7,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2D",0,1,24,31,1,4,0,0,0,0,0,1,0,0,55,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,8
"PLA2G2F",0,0,9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,54,0,84,1,0,0,0,0,0,0,0,13,0,0,0
"PLA2G3",0,0,0,7,1,16,0,1,0,0,3,0,0,0,27,0,1,32,0,20,0,0,0,0,2,0,0,1,4,0,3,0
"PLA2G4A",4,60,23,18,117,48,10,15,1,2,5,8,35,3,71,157,9,49,11,35,74,2,0,3,1,18,2,1,3,0,14,31
"PLA2G4B",2,34,26,7,20,30,8,31,7,0,4,13,39,0,16,42,2,35,29,75,24,0,1,0,0,13,1,4,14,1,27,8
"PLA2G4E",0,3,12,1,1,0,1,1,1,0,0,0,5,0,0,0,0,97,0,9,0,0,0,0,0,0,0,2,10,0,0,0
"PLA2G4F",0,2,3,32,2,3,0,0,0,0,0,0,2,0,127,1,0,120,0,35,1,0,0,0,0,0,0,0,5,0,2,0
"PLA2G6",8,44,25,13,29,17,16,27,3,0,0,7,73,0,40,77,2,5,68,83,18,0,0,0,0,13,0,6,25,0,30,7
"PLA2G7",5,58,45,34,190,27,16,15,0,0,2,11,79,0,68,363,1,8,29,25,13,0,0,0,0,79,0,2,10,0,35,9
"PLA2R1",4,9,8,21,12,16,1,6,0,0,0,6,5,0,76,9,2,7,69,97,11,0,0,0,0,2,1,0,3,0,11,3
"PLAA",30,96,47,43,119,51,52,28,6,0,1,51,57,0,105,194,1,19,66,66,40,0,1,0,0,47,0,29,6,0,37,32
"PLAC8",2,19,83,41,9,20,1,5,0,1,0,4,5,0,67,11,0,1,3,19,71,0,0,0,0,1,0,0,2,0,3,30
"PLAC9",1,474,22,25,71,102,41,229,0,2,0,4,378,1,91,182,15,150,8,172,3,0,1,1,1,20,0,14,125,0,10,6
"PLAG1",1,10,0,1,47,13,0,3,0,0,2,0,11,0,6,91,1,9,3,34,11,0,1,0,0,25,0,0,2,0,6,5
"PLAGL1",2,118,63,63,96,97,24,51,1,0,2,2,125,0,78,166,2,53,139,140,52,0,0,0,0,36,0,6,42,0,64,36
"PLAGL2",17,39,58,64,47,68,40,18,0,0,2,14,41,0,119,114,0,20,43,114,79,0,0,0,0,19,0,8,13,0,21,70
"PLAT",29,482,46,37,104,27,18,165,0,0,0,25,472,0,103,154,0,39,85,987,43,0,0,0,0,34,0,6,56,0,99,13
"PLAU",9,312,41,71,19,31,23,37,0,0,0,7,142,0,177,37,2,30,45,248,53,0,1,0,0,14,0,3,20,2,2,43
"PLAUR",8,61,6,19,8,31,3,8,0,1,0,36,48,0,122,12,1,4,11,73,20,0,1,0,0,1,0,0,10,0,9,18
"PLB1",0,1,1,0,2,16,4,2,3,6,9,1,4,2,0,3,21,4,1,4,3,1,0,1,11,0,2,1,13,1,2,1
"PLBD1",9,74,16,17,64,27,23,7,0,1,2,6,77,1,53,141,1,10,15,70,35,0,0,0,0,50,1,7,20,0,3,25
"PLBD2",47,357,49,31,59,105,13,129,0,0,0,65,362,0,74,101,0,80,290,209,75,0,0,0,1,14,0,8,117,0,76,50
"PLCB1",27,116,44,36,83,74,47,72,0,0,0,29,99,0,99,158,0,45,178,147,36,0,0,0,0,12,0,53,29,0,128,25
"PLCB2",6,55,192,55,9,132,12,18,2,1,16,8,72,2,95,23,4,20,17,44,255,0,1,3,2,3,1,0,13,0,10,145
"PLCB3",10,250,80,175,108,134,35,78,2,1,0,13,283,0,701,114,5,51,150,283,71,0,0,0,0,26,1,17,78,0,73,43
"PLCB4",6,61,145,70,234,59,56,28,0,0,1,2,63,0,144,342,0,27,19,131,57,0,0,0,0,80,0,6,4,0,29,27
"PLCD1",17,388,39,53,78,119,89,168,7,11,5,4,482,1,133,159,23,91,86,365,17,0,0,2,3,30,6,44,107,0,39,9
"PLCD3",2,118,11,6,57,33,13,60,76,48,61,3,166,19,25,117,155,39,34,187,15,4,10,34,40,24,30,4,77,20,36,6
"PLCD4",0,0,5,0,1,5,44,1,0,0,0,0,4,0,1,4,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,0
"PLCD4-2",0,7,11,3,4,4,214,24,5,7,7,0,6,3,2,7,11,1,1,5,0,0,6,3,5,2,2,82,2,4,1,0
"PLCE1",1,128,83,57,37,86,44,68,0,0,0,1,60,0,144,79,0,12,26,434,65,0,0,0,0,16,1,19,33,0,11,29
"PLCG1",10,175,194,134,146,256,73,209,45,12,9,9,214,1,207,213,19,94,163,420,154,2,24,5,6,49,9,16,64,18,114,55
"PLCG2",15,119,724,235,53,149,18,31,0,1,1,23,118,1,312,44,2,22,106,120,316,0,0,0,0,13,0,2,29,0,73,172
"PLCH1",3,5,9,31,2,13,1,1,0,0,0,1,5,1,71,1,0,2,16,7,0,0,0,0,0,1,0,0,0,0,9,0
"PLCH2",0,1,1,0,0,0,1,0,0,1,2,1,0,0,1,0,2,69,0,150,0,0,0,0,1,0,0,0,26,1,1,0
"PLCL1",2,49,43,33,98,173,43,14,0,0,0,0,51,0,119,158,3,4,270,100,23,0,0,0,1,33,0,10,6,0,128,20
"PLCL2",9,71,129,168,205,60,216,57,16,6,8,12,68,1,323,355,14,16,29,50,271,0,4,2,1,66,1,85,12,0,61,262
"PLCXD2",1,2,8,8,1,6,5,2,1,0,0,0,2,0,101,3,4,39,6,2,4,0,0,0,0,1,0,2,4,0,6,2
"PLD1",22,166,42,140,236,163,24,87,2,1,0,26,165,1,393,283,1,171,23,211,99,0,0,1,3,85,0,6,30,1,15,100
"PLD2",15,156,40,20,26,55,13,56,0,1,0,14,228,0,37,61,5,52,39,122,22,0,0,2,0,6,3,2,41,0,27,10
"PLD3",28,489,98,99,224,223,45,170,0,1,2,51,574,0,248,439,1,99,329,472,220,0,0,0,1,98,1,32,156,1,194,178
"PLD4",6,36,59,32,9,55,6,28,0,0,0,1,64,0,79,7,0,28,24,27,81,0,1,0,0,10,1,0,16,0,13,41
"PLEC",210,3533,658,960,1715,1401,1848,1575,2,2,2,248,3444,0,2690,3344,9,1156,1830,3243,608,0,1,2,2,1213,1,1023,1837,1,631,318
"PLEK",32,82,72,51,16,164,5,5,0,0,0,70,47,1,57,23,1,7,16,60,268,0,0,0,0,5,0,0,6,0,10,161
"PLEK2",19,9,2,39,5,25,1,0,3,1,3,20,4,1,66,3,7,2,48,58,1,1,1,1,2,1,1,0,1,0,8,1
"PLEKHA1",15,93,33,44,65,81,44,33,0,0,0,69,70,1,97,101,0,35,153,97,38,0,0,2,0,33,1,12,14,0,67,26
"PLEKHA2",8,203,455,130,320,105,29,82,0,0,0,16,229,1,168,478,1,60,64,295,184,0,0,0,1,96,1,10,35,1,54,120
"PLEKHA3",4,36,36,9,18,27,10,3,0,0,0,10,34,0,26,22,0,10,14,32,18,0,0,0,0,4,0,3,6,0,8,7
"PLEKHA4",7,43,12,6,15,35,10,42,1,1,0,6,36,0,23,23,1,28,2,24,10,0,0,1,0,1,1,3,24,0,9,6
"PLEKHA5",23,178,73,104,101,125,44,69,1,0,0,31,205,0,286,198,4,73,216,249,74,0,0,0,1,32,0,7,16,1,78,47
"PLEKHA6",9,36,45,197,128,60,21,29,1,3,0,27,51,5,416,208,0,22,137,251,11,0,0,4,1,38,0,4,30,0,127,4
"PLEKHA7",17,54,32,128,140,60,8,51,5,1,1,11,61,0,307,250,0,40,664,431,21,0,0,0,0,70,0,1,31,0,307,9
"PLEKHA8",3,144,45,86,79,91,25,28,0,0,0,14,109,0,321,140,0,26,93,146,49,0,0,0,0,31,0,9,33,0,46,42
"PLEKHB2",10,182,94,101,381,205,75,63,0,0,0,21,134,0,299,566,0,47,196,191,180,0,0,0,0,123,0,64,29,0,120,118
"PLEKHD1",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,59,200,0,0,0,0,0,1,0,0,1,0,34,1
"PLEKHF1",37,261,23,37,57,56,78,79,0,0,0,51,348,1,71,118,0,37,64,132,16,0,0,0,0,38,2,60,63,0,28,4
"PLEKHF2",6,32,100,39,29,41,19,10,0,0,0,18,26,0,122,38,0,17,122,36,35,0,0,0,0,9,0,9,2,0,29,21
"PLEKHG1",25,194,130,48,92,111,39,53,0,0,0,24,147,0,85,126,0,97,221,248,73,0,0,0,0,33,0,2,58,0,158,47
"PLEKHG2",6,58,159,67,49,95,23,38,0,1,2,6,75,0,74,87,4,20,101,137,113,0,0,1,1,21,0,1,38,0,70,46
"PLEKHG3",37,156,60,104,55,84,39,95,0,0,1,33,240,0,202,103,0,62,644,532,42,0,0,0,0,22,0,13,94,0,413,27
"PLEKHG4B",4,15,7,21,13,6,3,13,1,1,1,7,19,1,31,7,1,20,41,82,3,0,0,0,0,2,0,1,18,0,13,1
"PLEKHG5",2,190,24,27,40,47,20,64,0,0,2,3,249,0,66,118,0,41,238,145,72,0,0,0,1,30,0,4,90,0,52,21
"PLEKHG6",0,62,4,88,11,23,2,2,125,64,100,1,50,29,364,2,160,40,150,168,16,12,29,29,27,0,37,0,9,39,18,6
"PLEKHH2",1,44,25,15,10,29,6,15,0,0,0,6,84,0,19,12,0,0,18,25,17,0,0,0,0,0,0,0,4,0,13,5
"PLEKHH3",2,65,12,18,45,55,30,30,0,1,0,2,65,0,33,75,2,45,42,120,16,0,1,0,1,22,0,9,37,0,16,2
"PLEKHJ1",12,65,78,49,38,55,16,24,0,0,3,20,78,0,125,108,6,23,99,109,72,0,0,0,1,14,0,7,18,1,54,28
"PLEKHM1",12,149,104,77,72,145,43,35,0,0,0,25,165,0,168,128,0,33,113,147,89,0,0,0,0,28,0,14,30,0,62,55
"PLEKHM2",20,624,125,143,626,200,476,280,12,2,0,48,789,1,349,1330,0,206,344,379,136,0,0,2,2,422,0,374,224,4,125,111
"PLEKHM3",10,41,42,33,234,52,13,18,0,0,0,9,44,0,62,393,0,20,52,47,51,0,0,0,0,76,0,2,11,0,16,38
"PLEKHN1",2,31,22,19,15,30,9,12,1,3,2,0,35,0,125,26,6,110,12,127,19,0,1,0,1,6,0,1,22,0,9,2
"PLEKHO1",30,237,130,71,107,123,39,48,0,0,1,55,337,0,165,164,2,59,93,214,131,0,0,1,0,26,0,5,46,0,43,61
"PLEKHO2",11,254,88,28,48,80,16,44,0,0,0,18,216,0,91,76,0,28,49,167,97,0,0,0,0,14,0,5,39,0,18,69
"PLG",1755,0,0,0,15,0,1,4,0,0,0,1555,1,1,3,63,0,0,87,28,3,0,0,1,0,1,1,0,0,1,26,0
"PLGRKT",5,14,9,21,40,12,17,5,1,0,0,18,10,0,42,49,2,6,16,11,2,0,0,1,0,13,0,7,1,0,2,10
"PLIN1",2,2197,9,20,1,9,6,490,1,0,0,10,2564,0,120,6,0,54,7,1904,3,0,0,0,1,0,0,1,957,0,0,0
"PLIN2",45,923,43,38,115,53,61,32,0,0,0,244,535,0,100,300,0,27,154,179,44,0,0,0,0,16,0,10,31,0,25,32
"PLIN3",32,86,33,39,139,88,15,27,0,0,0,88,84,0,86,201,0,30,130,182,63,0,0,0,0,49,0,3,20,0,54,48
"PLIN4",22,23991,107,140,1069,119,663,2272,13,3,2,15,25548,0,1167,2114,7,772,243,17090,10,0,0,0,0,392,1,432,6204,3,18,2
"PLIN5",11,46,0,1,52,1,14,6,0,0,0,21,102,0,0,78,1,4,221,95,0,0,0,0,0,6,0,5,4,0,31,1
"PLK1",1,25,78,32,9,13,5,5,0,30,0,5,37,3,54,13,11,3,17,18,18,0,0,11,39,2,0,3,5,0,5,12
"PLK2",18,178,12,21,62,128,21,16,0,0,0,52,86,0,88,177,1,35,152,157,36,0,0,0,0,20,0,2,23,0,51,19
"PLK3",22,59,39,25,18,46,9,6,0,0,0,65,53,1,146,23,26,22,28,132,31,0,0,0,0,5,2,6,21,0,10,22
"PLK4",0,3,26,7,1,5,0,1,3,1,2,1,3,0,17,1,11,0,1,3,3,0,1,2,3,1,2,0,0,0,0,2
"PLLP",0,30,2,9,4,9,2,5,28,11,19,0,14,8,27,3,37,0,55,62,1,3,6,7,11,0,15,1,2,9,69,0
"PLN",1,11,16,33,1206,9,52,4,4,0,4,0,2,2,54,2170,5,3,3,13,8,0,0,2,0,329,1,3,1,1,4,3
"PLOD1",19,298,23,29,72,32,26,106,0,0,1,17,158,0,79,155,0,51,112,173,146,0,0,0,1,40,0,13,57,0,34,118
"PLOD2",23,61,39,71,32,12,18,11,0,0,0,23,34,0,412,57,0,5,13,35,12,1,0,0,1,12,0,5,7,0,8,5
"PLOD3",23,195,25,34,64,63,17,40,8,5,1,18,233,2,54,149,19,33,120,115,51,1,1,0,4,28,3,0,53,5,48,33
"PLP2",2,189,33,74,76,72,26,29,0,0,0,1,212,0,193,121,1,55,43,98,21,0,0,0,0,23,1,16,44,0,38,20
"PLPBP",5,61,17,11,89,18,14,9,1,0,1,23,43,0,46,117,5,8,54,68,17,0,0,0,0,26,0,5,7,0,13,13
"PLPP1",11,213,48,53,137,97,56,39,15,5,15,27,122,1,134,235,8,30,113,156,123,0,0,6,0,65,2,22,50,5,55,63
"PLPP2",3,38,9,104,17,37,1,14,0,0,1,9,29,0,321,3,0,7,60,125,2,0,0,0,0,0,0,0,5,0,30,1
"PLPP3",100,1023,184,128,508,352,86,686,0,0,0,95,896,0,391,1001,0,250,426,1150,58,0,0,1,0,117,0,36,239,3,289,30
"PLPP4",1,0,0,0,9,2,0,1,1,0,0,0,0,0,3,28,0,0,74,23,2,0,0,0,0,6,0,0,0,0,7,5
"PLPP5",23,29,17,9,5,12,1,4,3,5,8,15,26,3,21,7,19,3,54,48,19,0,3,16,8,5,9,0,7,0,16,8
"PLPP7",0,25,4,1,40,1,90,44,0,0,0,0,30,0,6,69,0,4,2,11,9,0,1,0,1,21,0,82,14,0,2,13
"PLPPR1",0,0,1,2,0,1,0,2,199,28,7,0,0,0,1,4,8,0,8,5,0,2,0,0,0,0,3,0,0,95,1,1
"PLPPR3",0,2,4,0,0,15,1,1,98,41,87,0,4,25,5,3,96,2,8,8,0,10,7,38,29,0,26,0,1,16,7,0
"PLRG1",24,81,52,31,43,39,20,15,0,0,0,51,52,0,61,73,0,15,76,66,19,0,0,0,0,13,0,4,12,0,16,20
"PLS1",23,4,33,381,71,45,3,0,0,0,0,82,2,0,1046,5,0,1,185,160,2,0,0,0,0,0,0,0,1,0,50,0
"PLS3",59,420,22,10,80,307,50,54,0,0,0,64,229,0,31,101,0,120,104,178,30,0,0,0,0,23,0,8,26,0,81,19
"PLSCR1",3,31,6,23,18,44,7,22,3,1,1,8,26,1,47,17,4,6,52,40,7,0,0,0,0,4,1,1,5,0,31,8
"PLSCR3",2,103,36,23,29,23,24,20,1,0,11,0,118,2,34,66,10,32,23,74,32,0,0,0,3,13,1,16,60,2,14,17
"PLSCR4",4,193,25,98,88,23,7,124,0,0,0,3,124,1,422,190,0,31,44,179,14,0,0,0,0,24,0,2,18,0,20,8
"PLTP",29,112,23,24,11,16,6,81,153,9,28,25,94,16,62,20,50,49,37,104,16,8,20,16,14,4,17,1,44,26,25,3
"PLVAP",56,402,27,12,24,328,16,50,0,0,0,129,472,0,48,46,0,50,218,267,757,0,0,0,0,14,0,3,63,0,84,744
"PLXDC1",1,256,29,19,37,3,11,264,0,1,0,0,207,0,63,92,0,231,15,134,2,0,0,2,0,10,0,6,103,0,10,1
"PLXDC2",25,931,139,73,378,535,169,516,2,1,0,26,836,0,258,638,1,705,1135,1164,298,0,1,0,0,102,0,38,166,2,489,155
"PLXNA1",24,349,108,101,91,314,67,111,0,0,0,56,352,0,230,201,0,145,471,557,169,0,0,0,0,53,0,26,129,0,228,139
"PLXNA2",10,139,34,27,174,111,89,70,1,1,3,8,145,0,74,384,5,46,116,224,20,0,1,0,0,77,0,33,48,0,164,16
"PLXNA3",2,95,39,34,40,54,8,44,4,4,4,1,156,0,57,61,5,57,42,84,20,0,2,2,0,12,2,5,66,3,60,17
"PLXNA4",40,186,41,30,139,169,42,81,0,1,0,40,297,0,66,262,0,34,46,201,122,0,0,0,0,45,0,7,26,1,13,54
"PLXNB1",29,92,121,204,413,204,32,40,22,5,21,25,116,5,410,704,19,70,836,410,171,1,7,3,7,180,5,8,51,3,696,81
"PLXNB2",193,658,302,429,270,547,134,280,20,2,4,266,936,2,1160,525,16,257,2697,1716,211,1,0,3,0,113,1,81,229,0,1082,104
"PLXNB3",1,1,3,40,5,17,0,3,0,0,0,0,0,0,61,7,1,44,2,179,2,0,0,1,1,2,1,0,4,0,8,0
"PLXNC1",14,91,222,122,38,154,8,14,6,2,11,17,144,1,213,41,23,17,33,70,424,2,2,3,3,5,2,3,16,3,9,289
"PLXND1",60,344,111,97,194,466,64,209,1,0,0,63,489,1,232,253,1,86,119,288,162,0,0,0,0,63,0,17,96,1,98,90
"PM20D1",9,23,10,4,26,3,3,4,0,0,0,4,25,0,13,55,0,3,568,185,5,0,0,0,0,9,0,3,5,0,168,2
